Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval
47678,733,35907,72.69,unemployed,Rejected
100450,493,35629,37.26,unemployed,Rejected
37984,756,9483,75.96,employed,Rejected
172202,764,135537,8.83,employed,Rejected
166674,805,90045,3.9,employed,Approved
86786,662,13151,23.44,employed,Approved
158703,765,60685,4.91,employed,Approved
164743,408,103750,29.82,employed,Rejected
62786,826,42204,15.75,employed,Rejected
123405,341,36207,20.15,employed,Rejected
174525,529,87128,22.68,employed,Rejected
38531,835,10191,24.47,unemployed,Rejected
90987,672,32544,20.75,unemployed,Rejected
103259,781,31118,21.49,employed,Approved
98150,512,10294,23.29,employed,Rejected
66636,671,7720,70.85,unemployed,Rejected
124711,556,19700,5.45,employed,Approved
188694,813,16513,10.96,employed,Approved
22284,609,15348,174.93,employed,Rejected
137406,615,30454,35.4,unemployed,Rejected
111798,699,16451,12.38,employed,Approved
159785,576,117880,6.4,employed,Rejected
50679,755,4310,82.52,unemployed,Rejected
171187,831,79967,16.4,employed,Approved
74127,482,20332,23.88,employed,Rejected
52659,502,29614,72.3,employed,Rejected
103674,624,43813,31.25,employed,Approved
73521,564,27285,21.84,employed,Approved
189047,733,150602,6.18,unemployed,Rejected
89050,830,22540,33.18,employed,Approved
157300,570,96608,22.15,employed,Rejected
109940,594,17926,8.89,unemployed,Rejected
147904,834,38879,27.99,employed,Approved
24736,645,16218,24.52,employed,Rejected
70366,635,12732,24.91,unemployed,Rejected
86024,454,45567,50.27,unemployed,Rejected
163565,694,130333,28.58,employed,Rejected
166449,715,15562,3.31,employed,Approved
56153,471,11934,85.22,unemployed,Rejected
54082,581,33442,57.96,unemployed,Rejected
40472,705,24516,75.99,unemployed,Rejected
20456,548,9118,48.87,employed,Rejected
46400,735,20884,33.91,unemployed,Rejected
37509,725,19757,131.06,unemployed,Rejected
197564,753,11535,16.91,employed,Approved
185017,606,140835,4.72,employed,Rejected
133522,704,54314,37.09,unemployed,Rejected
54928,701,34267,12.86,unemployed,Rejected
164016,817,83235,11,unemployed,Rejected
32014,512,21608,83.27,unemployed,Rejected
113803,513,66047,33.16,unemployed,Rejected
94937,421,41579,37.42,employed,Rejected
150171,385,78961,18.64,employed,Rejected
56580,423,23707,37.51,unemployed,Rejected
86336,510,5735,16.54,employed,Rejected
130300,829,81707,32.42,employed,Rejected
171933,813,114275,23.25,unemployed,Rejected
145560,501,98738,12.27,unemployed,Rejected
173750,813,66784,28.55,employed,Approved
48220,773,12254,54.93,unemployed,Rejected
131818,538,80722,31.23,unemployed,Rejected
59574,307,22186,9.26,employed,Rejected
124343,583,52312,12.29,employed,Approved
196645,646,114958,20.74,employed,Approved
93072,769,10764,32.17,unemployed,Rejected
21766,301,7133,55.43,employed,Rejected
96186,545,16937,25.89,employed,Rejected
113862,492,68967,36.21,employed,Rejected
141309,791,21710,10.63,unemployed,Rejected
81085,312,38090,38.17,unemployed,Rejected
185882,462,59782,8.53,employed,Rejected
42535,478,5161,60.12,employed,Rejected
77694,786,47111,7.91,unemployed,Rejected
29001,514,6155,31.04,employed,Rejected
185415,469,56915,19.03,employed,Rejected
123347,541,37436,11.58,employed,Rejected
25019,826,10008,43.24,unemployed,Rejected
36770,664,8693,38.16,unemployed,Rejected
163736,458,1654,23.12,employed,Rejected
54022,563,35681,34.3,unemployed,Rejected
40876,756,20879,75.87,employed,Rejected
94758,331,61924,15.59,unemployed,Rejected
178978,450,50811,24.49,employed,Rejected
64217,757,24293,38.45,employed,Approved
110742,316,57336,43.04,employed,Rejected
54810,336,42092,41.11,unemployed,Rejected
74316,539,54269,7.43,employed,Rejected
64261,325,9075,40.09,unemployed,Rejected
195925,832,35487,11.86,unemployed,Rejected
164165,682,10372,20.76,employed,Approved
53419,761,38435,35.84,unemployed,Rejected
127998,569,16858,20.77,unemployed,Rejected
164349,833,98642,17.69,employed,Rejected
196287,418,1044,20.02,unemployed,Rejected
42502,524,6224,109.84,unemployed,Rejected
194866,335,43477,16.87,unemployed,Rejected
170410,785,20119,14.49,employed,Approved
157561,455,23040,10.9,employed,Rejected
67518,535,10359,23.51,employed,Rejected
173579,771,15691,26.76,employed,Approved
121224,437,31806,9.62,employed,Rejected
53593,497,17548,64.61,employed,Rejected
58875,439,39420,30.29,employed,Rejected
34721,318,14938,87.22,employed,Rejected
69295,793,12044,67.11,unemployed,Rejected
67936,749,13403,62.45,unemployed,Rejected
61240,340,23522,58.96,employed,Rejected
135441,791,70367,20.25,unemployed,Rejected
94165,539,45176,33,employed,Rejected
88769,774,62542,50.07,employed,Rejected
52789,834,20312,76.43,employed,Rejected
95877,740,57738,29.81,unemployed,Rejected
161860,547,98295,18.87,unemployed,Rejected
36275,601,14196,78.65,employed,Rejected
51669,322,22914,69.86,unemployed,Rejected
185722,458,112643,17.66,employed,Rejected
36280,391,8340,128.81,unemployed,Rejected
111076,529,1238,6.27,unemployed,Rejected
113319,460,80583,13.56,unemployed,Rejected
65161,323,21610,54.08,employed,Rejected
195448,577,45152,19.67,unemployed,Rejected
188784,689,34165,21.91,employed,Approved
79937,663,26003,14.07,unemployed,Rejected
49093,825,38883,45.4,employed,Rejected
51951,498,25285,47.19,unemployed,Rejected
167395,404,125057,22.34,unemployed,Rejected
96387,514,63046,20.15,unemployed,Rejected
183123,585,96093,14.12,employed,Approved
173016,678,125458,8.32,unemployed,Rejected
199529,546,1543,20.62,employed,Rejected
127179,543,60310,17.22,unemployed,Rejected
160449,457,96098,25.89,employed,Rejected
169180,783,96921,23.83,unemployed,Rejected
110868,624,41631,5.57,employed,Approved
163603,797,79753,28.92,employed,Approved
152411,353,6196,19.64,unemployed,Rejected
192140,483,69429,12.16,employed,Rejected
70644,389,9797,58.57,employed,Rejected
177555,353,105436,13.88,unemployed,Rejected
152665,601,82144,3.36,unemployed,Rejected
89390,805,65036,25.19,unemployed,Rejected
155176,454,67867,20.98,unemployed,Rejected
97524,631,26456,40.01,employed,Approved
29188,419,21954,171.06,unemployed,Rejected
90776,794,58714,18.13,employed,Rejected
182794,502,95333,23.86,unemployed,Rejected
104092,506,54526,19.26,employed,Rejected
182944,740,123263,20.28,unemployed,Rejected
134433,502,86895,27.08,employed,Rejected
189633,651,69972,15.37,employed,Approved
48708,614,34216,58.7,unemployed,Rejected
72361,378,41647,24.73,unemployed,Rejected
136133,614,34598,15.36,employed,Approved
118646,751,66253,8.16,employed,Approved
134531,605,23238,19.46,unemployed,Rejected
111562,445,80134,41.62,employed,Rejected
78935,512,47557,30.66,employed,Rejected
173750,605,76710,17.39,unemployed,Rejected
87419,672,1625,9.59,unemployed,Rejected
48260,758,28207,71.75,unemployed,Rejected
56365,332,16309,9.49,unemployed,Rejected
199660,367,83446,6.16,employed,Rejected
125604,599,7595,19.98,unemployed,Rejected
24767,684,6062,145.22,unemployed,Rejected
195022,523,88313,3.16,unemployed,Rejected
114711,808,58875,34.39,unemployed,Rejected
133189,812,12217,19.13,employed,Approved
175528,745,49860,9.95,unemployed,Rejected
40421,414,6136,113.72,employed,Rejected
81511,821,51136,6.58,unemployed,Rejected
126637,508,55268,27.6,unemployed,Rejected
152418,741,22517,13.25,unemployed,Rejected
150121,637,35851,27.58,employed,Approved
173122,803,65959,13.58,unemployed,Rejected
150587,400,106355,14.51,employed,Rejected
65582,449,36905,22.57,employed,Rejected
99031,826,61223,32.83,employed,Rejected
151652,643,64444,12.32,employed,Approved
186218,408,105993,13.18,employed,Rejected
184033,602,3482,25.41,employed,Approved
119516,562,56621,27.09,unemployed,Rejected
180318,555,40284,12.81,unemployed,Rejected
99122,845,24681,13.78,employed,Approved
79337,435,46384,19.71,unemployed,Rejected
40339,626,7799,33.29,unemployed,Rejected
156025,372,116937,15.16,employed,Rejected
67115,337,46588,43.38,unemployed,Rejected
107945,827,65886,12.55,employed,Rejected
23525,567,14566,52.91,employed,Rejected
125945,544,3119,30.07,unemployed,Rejected
24682,612,12964,116.82,employed,Rejected
59086,719,19232,43.19,unemployed,Rejected
125745,801,24374,35.47,unemployed,Rejected
163540,820,33632,12.33,unemployed,Rejected
158016,309,57748,26.93,unemployed,Rejected
20025,623,14823,156.09,unemployed,Rejected
104220,353,27362,46.04,unemployed,Rejected
192936,610,135638,19.06,employed,Rejected
81000,315,32392,6.77,unemployed,Rejected
62504,829,38424,50.19,employed,Rejected
34453,639,14641,15.34,employed,Approved
151273,788,51414,24.73,unemployed,Rejected
47814,746,37167,20.58,unemployed,Rejected
189560,352,66214,15.51,unemployed,Rejected
135889,334,11843,15.96,unemployed,Rejected
22624,708,6795,47.98,unemployed,Rejected
36220,713,11248,24.95,unemployed,Rejected
90971,427,9379,18.24,unemployed,Rejected
161811,626,36430,6.63,unemployed,Rejected
169196,632,12892,18.52,unemployed,Rejected
28569,791,16295,72.92,unemployed,Rejected
51398,818,12828,78.5,unemployed,Rejected
27351,626,6905,47.61,unemployed,Rejected
62548,440,27265,8.91,employed,Rejected
198814,408,61806,17.25,unemployed,Rejected
95095,561,15893,18.01,unemployed,Rejected
61003,342,12122,72.04,employed,Rejected
53973,813,18027,39.17,unemployed,Rejected
199464,681,116771,12.94,unemployed,Rejected
88142,492,60461,52.28,employed,Rejected
95791,365,22684,50.42,unemployed,Rejected
45466,382,26931,28.17,unemployed,Rejected
123695,710,36682,23.66,employed,Approved
28748,343,7461,80.87,unemployed,Rejected
68067,717,19736,57.65,employed,Rejected
27189,624,21214,66.92,employed,Rejected
183215,301,73562,15.62,employed,Rejected
128044,653,101709,25.31,unemployed,Rejected
110046,719,52858,28.14,employed,Approved
31826,309,11872,49.45,unemployed,Rejected
142806,512,113762,8.18,unemployed,Rejected
130005,813,42118,27.13,employed,Approved
124226,568,4011,24.91,unemployed,Rejected
102651,372,36209,6.88,employed,Rejected
33923,375,15948,144.09,unemployed,Rejected
99801,743,53518,44.55,unemployed,Rejected
131352,600,75910,30.56,unemployed,Rejected
189139,305,49447,6.27,employed,Rejected
181695,672,104603,25.33,unemployed,Rejected
124240,786,45919,35.4,unemployed,Rejected
122271,321,37748,26.04,unemployed,Rejected
51375,794,23784,64.6,unemployed,Rejected
163635,415,47056,9.81,employed,Rejected
77259,533,35089,58.96,unemployed,Rejected
65371,807,38610,12.7,unemployed,Rejected
119612,615,53163,7.57,employed,Approved
146683,495,32167,22.36,unemployed,Rejected
40652,342,5693,81.77,employed,Rejected
23620,334,11408,130.51,employed,Rejected
132177,816,95537,4.32,employed,Rejected
88019,390,62161,23.24,unemployed,Rejected
132340,425,97009,35.65,employed,Rejected
88893,361,6422,25.08,unemployed,Rejected
192475,325,112267,24.12,employed,Rejected
44976,636,4896,107.87,unemployed,Rejected
180167,474,72240,17.98,employed,Rejected
198547,758,46807,5.22,employed,Approved
71422,830,8769,49.33,employed,Approved
26693,834,20077,76.07,unemployed,Rejected
187048,640,79885,9.56,unemployed,Rejected
72756,615,3349,63.77,employed,Rejected
113121,767,12236,41,employed,Approved
183829,683,38094,15.08,employed,Approved
150459,744,1682,17.53,employed,Approved
92843,584,13800,48.38,unemployed,Rejected
68635,532,19314,67.2,unemployed,Rejected
172695,356,122188,15.86,unemployed,Rejected
136873,512,24261,35.3,employed,Rejected
95073,608,73808,8.14,unemployed,Rejected
49532,827,27703,28.41,employed,Approved
176424,305,39012,15.35,unemployed,Rejected
95175,828,10970,36.96,employed,Approved
174102,648,49815,17.56,unemployed,Rejected
98143,704,70451,28.31,employed,Rejected
182802,702,20740,11.26,unemployed,Rejected
142035,425,12350,27.6,employed,Rejected
118561,426,12781,13.08,employed,Rejected
152580,544,22045,14.12,employed,Rejected
170800,746,12242,19.26,employed,Approved
195848,821,79932,18.8,unemployed,Rejected
83601,400,4760,14.35,employed,Rejected
74121,711,33924,41.56,unemployed,Rejected
145992,617,81908,8.91,employed,Approved
135513,762,17148,15.53,unemployed,Rejected
135042,850,10858,7.04,employed,Approved
68554,749,44132,60.14,unemployed,Rejected
39549,333,6229,82.9,unemployed,Rejected
53573,693,19505,27.35,employed,Approved
195957,473,100440,25.34,employed,Rejected
196764,711,43572,24.92,unemployed,Rejected
150558,443,78212,16.63,unemployed,Rejected
34558,740,25985,129.76,unemployed,Rejected
22923,444,8075,35.37,employed,Rejected
197333,646,31874,12.58,employed,Approved
154428,663,114000,4.56,employed,Rejected
168895,806,50973,3.37,unemployed,Rejected
173239,408,131123,16.57,unemployed,Rejected
88596,313,34301,25.86,unemployed,Rejected
187078,511,104542,19.9,employed,Rejected
127742,785,32404,27.38,employed,Approved
121676,712,46115,23.79,unemployed,Rejected
44289,444,7279,67.59,employed,Rejected
41902,704,1607,59.24,employed,Rejected
90385,765,26939,50.88,unemployed,Rejected
26702,342,16227,27.71,employed,Rejected
132742,385,37534,26.05,employed,Rejected
153584,733,85170,7.16,unemployed,Rejected
73279,395,44144,32.19,unemployed,Rejected
50891,350,30106,42.53,unemployed,Rejected
115592,498,41959,8.57,employed,Rejected
193106,380,17730,18.53,employed,Rejected
122820,640,25623,30.94,unemployed,Rejected
137594,768,19740,35.43,employed,Approved
168786,800,132486,16.17,unemployed,Rejected
45021,437,18465,34.95,unemployed,Rejected
157089,817,8639,23.65,employed,Approved
125955,763,84884,19.29,unemployed,Rejected
94151,746,1885,46.72,employed,Approved
194273,549,106391,15.62,employed,Rejected
115377,761,35952,5.31,employed,Approved
163162,762,100809,20.9,employed,Rejected
69031,773,5574,55.69,unemployed,Rejected
71957,405,33917,42.05,employed,Rejected
176215,347,117199,7.12,unemployed,Rejected
131001,692,60713,20.38,employed,Approved
25462,761,6185,42.07,employed,Approved
38361,534,23503,55.09,employed,Rejected
49873,454,19687,52.1,unemployed,Rejected
45041,511,21193,46.02,unemployed,Rejected
122413,837,75312,9.43,employed,Rejected
148598,768,63013,22.18,unemployed,Rejected
138517,384,95066,30.44,unemployed,Rejected
43863,448,3733,66.1,employed,Rejected
35782,339,4484,124.55,employed,Rejected
126802,623,63376,14.16,unemployed,Rejected
94328,729,74167,17.33,unemployed,Rejected
123624,407,87581,24.49,employed,Rejected
151846,511,114040,28.11,unemployed,Rejected
136611,676,108522,36.56,unemployed,Rejected
179401,667,5158,12.08,unemployed,Rejected
98146,381,14158,42.18,unemployed,Rejected
44479,672,16489,33.85,employed,Approved
195234,402,17810,13.02,employed,Rejected
189249,698,118279,21.39,employed,Rejected
128899,392,25442,11.17,employed,Rejected
132534,759,43075,7.45,unemployed,Rejected
124204,648,35164,4.78,unemployed,Rejected
120607,673,5770,22.6,unemployed,Rejected
33742,651,5378,104.67,employed,Rejected
187542,590,81152,19.37,employed,Approved
180667,429,3824,23.23,unemployed,Rejected
146089,382,92330,16.86,unemployed,Rejected
72338,631,8535,16.55,employed,Approved
64759,576,37094,63.04,unemployed,Rejected
160125,421,101659,27.46,unemployed,Rejected
136291,771,10928,9.07,employed,Approved
111059,424,57893,31,unemployed,Rejected
163376,452,102608,12.61,unemployed,Rejected
40352,525,7513,70.16,employed,Rejected
112267,442,46988,17.42,employed,Rejected
31559,528,3037,120.47,unemployed,Rejected
153809,621,87239,5.93,unemployed,Rejected
84742,813,41984,49.01,employed,Approved
76554,841,53631,39.07,unemployed,Rejected
188510,773,134289,3.39,unemployed,Rejected
130510,772,34312,32.77,employed,Approved
167870,628,90729,28.49,unemployed,Rejected
58944,444,5868,33.82,unemployed,Rejected
172212,342,18039,23.19,unemployed,Rejected
55987,670,4856,69.29,employed,Rejected
54711,790,8227,69.24,unemployed,Rejected
75982,718,38417,32.02,unemployed,Rejected
177326,392,84013,20.06,unemployed,Rejected
87784,336,27828,11.86,unemployed,Rejected
55026,453,28939,15.75,employed,Rejected
125420,329,54122,25.02,employed,Rejected
144271,648,37843,30.78,unemployed,Rejected
56882,659,17149,35.52,unemployed,Rejected
103757,552,72812,7.1,employed,Rejected
176976,620,118477,20.48,employed,Rejected
26095,769,11199,91.48,unemployed,Rejected
72387,348,7348,38.68,employed,Rejected
27570,710,18491,63.17,unemployed,Rejected
138538,849,46455,7.75,employed,Approved
157797,421,79251,18.81,unemployed,Rejected
107513,437,50066,44.55,unemployed,Rejected
124351,571,48037,8.52,unemployed,Rejected
161519,313,51265,23.42,unemployed,Rejected
41801,741,18342,56.83,unemployed,Rejected
109273,536,16951,29.03,employed,Rejected
159473,752,73191,15.54,unemployed,Rejected
122339,563,46518,20.07,unemployed,Rejected
56914,357,22572,13.43,employed,Rejected
50696,732,1742,46.48,employed,Approved
169752,695,135718,17.26,employed,Rejected
167833,758,96465,18.28,employed,Approved
46184,789,15387,49.75,employed,Approved
172678,758,91295,21.99,unemployed,Rejected
151095,565,8270,24.16,unemployed,Rejected
137957,358,39851,4.83,employed,Rejected
196126,458,101336,18.05,unemployed,Rejected
80798,598,47124,59.14,employed,Rejected
142480,588,30428,17.55,employed,Approved
187586,476,145400,3.39,employed,Rejected
28180,386,10173,137.7,employed,Rejected
99179,491,27126,14.51,unemployed,Rejected
27068,652,19461,68.37,unemployed,Rejected
98749,824,65405,46.45,unemployed,Rejected
155150,469,38917,29.29,unemployed,Rejected
60094,725,19494,34.61,employed,Approved
140123,451,29024,16.08,unemployed,Rejected
193674,598,134673,3.63,employed,Rejected
124855,548,13130,39.78,employed,Rejected
47643,631,20406,44.92,employed,Approved
98397,313,44407,11.93,employed,Rejected
35372,518,23073,22.03,employed,Rejected
185063,571,67111,16.48,employed,Approved
85082,397,27246,57.61,unemployed,Rejected
28343,593,13714,97.1,unemployed,Rejected
119702,841,9693,8.72,employed,Approved
95892,373,45765,22.51,employed,Rejected
99998,360,35396,32.02,unemployed,Rejected
112428,386,38494,9.33,employed,Rejected
177190,352,80622,22.06,unemployed,Rejected
182898,549,57808,5.04,unemployed,Rejected
135215,381,62189,36.65,unemployed,Rejected
127904,646,29970,20.65,employed,Approved
59156,754,13768,33.82,unemployed,Rejected
159132,311,45920,10.64,employed,Rejected
194723,457,104717,16.97,unemployed,Rejected
161517,474,38429,19.43,employed,Rejected
192665,421,39742,7.85,unemployed,Rejected
23900,569,13519,179.38,unemployed,Rejected
197517,604,74852,23.41,employed,Approved
54298,478,32631,16.1,employed,Rejected
162128,559,47179,9.06,unemployed,Rejected
166803,458,74990,24.35,employed,Rejected
178875,362,17489,18.76,employed,Rejected
65278,375,11798,33.64,unemployed,Rejected
155951,582,91122,22.59,unemployed,Rejected
37480,776,3618,54.51,unemployed,Rejected
35684,819,18255,128.81,unemployed,Rejected
78329,613,60487,40.23,employed,Rejected
101439,659,33948,16.75,employed,Approved
199063,622,78946,7.25,employed,Approved
153757,305,65006,6.67,employed,Rejected
161488,773,62575,26.61,employed,Approved
91522,309,44660,44.37,employed,Rejected
49972,787,31315,56.61,unemployed,Rejected
95182,713,49443,47.61,unemployed,Rejected
23573,807,18440,133.41,employed,Rejected
47569,598,30222,61.02,unemployed,Rejected
49453,354,13211,30.19,unemployed,Rejected
97313,603,37588,32.37,unemployed,Rejected
79022,471,40558,41.61,unemployed,Rejected
146811,540,71582,11.1,unemployed,Rejected
126362,579,64864,13.29,employed,Approved
137256,337,50735,8.92,employed,Rejected
77631,702,60483,40.71,unemployed,Rejected
40883,429,5109,118.78,unemployed,Rejected
137553,510,80130,6.92,unemployed,Rejected
26157,709,4388,53.78,unemployed,Rejected
198843,809,142889,10.57,employed,Rejected
114899,644,74871,27.34,unemployed,Rejected
117273,760,66282,9.78,unemployed,Rejected
124524,395,21598,18.33,employed,Rejected
135278,814,65289,12.07,employed,Approved
140943,455,94847,10.37,employed,Rejected
25054,665,9274,72.28,employed,Rejected
60503,739,19495,32.95,unemployed,Rejected
148239,323,68965,33.68,unemployed,Rejected
174286,604,22060,26.89,employed,Approved
30082,530,11308,43.25,unemployed,Rejected
165005,494,50464,7.41,employed,Rejected
83172,341,27480,46.89,employed,Rejected
62177,512,46065,54.45,unemployed,Rejected
99918,572,13115,18.29,employed,Approved
173806,429,118887,11.43,employed,Rejected
32334,524,10243,89.34,employed,Rejected
38666,540,21332,33.55,unemployed,Rejected
35554,790,1948,84.69,employed,Rejected
197844,340,81246,3.28,employed,Rejected
115206,485,55991,33.89,employed,Rejected
49161,513,32740,28.16,employed,Rejected
84295,406,25582,40.01,employed,Rejected
54010,512,9028,21.81,employed,Rejected
153549,782,73970,26.02,employed,Approved
169984,671,83454,17.96,unemployed,Rejected
115715,799,76999,12.92,employed,Rejected
68016,494,34235,48.08,employed,Rejected
190230,642,136515,17.47,unemployed,Rejected
147689,374,37970,31.63,unemployed,Rejected
93443,700,22579,45.27,employed,Approved
124124,324,66208,8.85,unemployed,Rejected
88960,530,65806,21.14,employed,Rejected
160250,301,90906,21.41,employed,Rejected
48246,450,33868,31.13,unemployed,Rejected
102479,392,1718,13.89,unemployed,Rejected
116842,731,40574,17.94,unemployed,Rejected
36829,488,24060,34.87,unemployed,Rejected
173851,361,52520,20.26,unemployed,Rejected
123583,457,61259,33.12,employed,Rejected
146104,702,44559,11.19,unemployed,Rejected
48349,586,12826,91.7,unemployed,Rejected
94347,467,9438,30.1,unemployed,Rejected
127994,805,51135,21.23,employed,Approved
73794,507,6578,28.94,employed,Rejected
82885,478,63694,58.78,unemployed,Rejected
120967,328,95509,37.1,employed,Rejected
83806,437,22354,49.17,employed,Rejected
103308,658,58271,7.95,unemployed,Rejected
190400,471,32327,3.29,unemployed,Rejected
82576,447,20977,15.08,unemployed,Rejected
103601,562,80471,22.69,unemployed,Rejected
122588,649,22980,12.95,unemployed,Rejected
34932,610,18213,60.52,employed,Rejected
43297,454,19188,21.58,unemployed,Rejected
130269,726,37250,18.45,unemployed,Rejected
195745,769,13783,7.56,employed,Approved
117929,318,68556,41.17,employed,Rejected
113255,848,48047,40.56,unemployed,Rejected
151507,643,28944,11.19,employed,Approved
161262,833,89277,10.98,employed,Approved
98726,467,34840,41.62,unemployed,Rejected
160704,699,53074,20.2,employed,Approved
28046,377,16345,25.24,unemployed,Rejected
22439,661,3913,97.91,unemployed,Rejected
181228,666,17800,17.42,unemployed,Rejected
68439,409,35030,53.49,unemployed,Rejected
60813,684,44444,51.31,unemployed,Rejected
102025,584,69676,19.4,unemployed,Rejected
153062,339,27336,17.07,employed,Rejected
75885,457,23118,39.06,employed,Rejected
127054,818,17222,31.48,unemployed,Rejected
185855,845,94144,20.36,employed,Approved
63662,354,30280,57.8,unemployed,Rejected
161717,442,7900,24.72,unemployed,Rejected
151018,547,72305,19.46,unemployed,Rejected
98221,444,5623,39.56,unemployed,Rejected
158021,745,14897,26.67,unemployed,Rejected
70460,303,52253,59.94,employed,Rejected
143155,384,70956,11.18,employed,Rejected
179388,339,6241,4.43,employed,Rejected
69423,739,52434,28.3,unemployed,Rejected
109694,591,12942,19.5,unemployed,Rejected
141322,457,79182,19.14,unemployed,Rejected
48669,443,34405,28.33,employed,Rejected
195109,641,46849,3.62,unemployed,Rejected
176142,568,109201,4.76,employed,Rejected
137591,835,61715,14.91,employed,Approved
182123,502,102078,24.61,unemployed,Rejected
140114,400,20188,11.72,employed,Rejected
79286,442,3380,19.38,employed,Rejected
142352,681,96203,4.59,unemployed,Rejected
34838,437,14969,93.92,employed,Rejected
168014,337,11703,9.69,unemployed,Rejected
62170,381,2649,50.13,unemployed,Rejected
52582,467,23047,61.65,employed,Rejected
80414,367,25894,35.74,employed,Rejected
73935,585,7580,46.7,employed,Approved
102631,411,78312,17.24,unemployed,Rejected
149081,566,72823,20.2,employed,Approved
59818,304,29477,25.32,employed,Rejected
44340,658,7035,82.46,unemployed,Rejected
126043,473,65945,19.46,employed,Rejected
57526,553,7348,47.21,unemployed,Rejected
108764,637,21252,34.22,unemployed,Rejected
178076,497,102793,19.61,employed,Rejected
73037,379,36530,11.88,unemployed,Rejected
133039,347,77318,19.1,employed,Rejected
123732,654,87531,19.75,unemployed,Rejected
137822,782,49414,24.53,employed,Approved
46585,737,36039,57.53,unemployed,Rejected
140528,346,57180,11.93,employed,Rejected
133018,345,63330,16.17,unemployed,Rejected
127813,594,74445,23.49,employed,Approved
95331,708,45159,21.02,unemployed,Rejected
105318,550,42010,7.57,employed,Rejected
132814,547,61879,27.45,employed,Rejected
76857,465,5269,54.66,unemployed,Rejected
179979,735,92060,21.91,employed,Approved
125542,797,78183,15.79,employed,Rejected
185074,740,68266,23.54,employed,Approved
70582,798,3720,30.45,employed,Approved
105918,476,36558,37.66,employed,Rejected
78037,668,10283,24.67,unemployed,Rejected
103914,749,66623,30.64,employed,Rejected
104138,395,53016,29.41,employed,Rejected
145662,492,57091,26.9,unemployed,Rejected
70184,775,35954,54.97,unemployed,Rejected
121206,762,80054,9.84,unemployed,Rejected
70618,489,40772,8.18,employed,Rejected
68619,721,32039,53.95,employed,Rejected
145865,711,20439,25.78,employed,Approved
76214,471,56631,55.83,employed,Rejected
108419,742,16331,36.6,employed,Approved
104483,782,37978,32.74,unemployed,Rejected
120960,723,82718,9.59,employed,Rejected
129165,478,4207,7.73,employed,Rejected
176485,446,94523,13.59,employed,Rejected
100677,711,64631,39.6,employed,Rejected
170398,534,27018,19.66,unemployed,Rejected
62658,468,42924,54.93,employed,Rejected
66565,713,29361,16.6,unemployed,Rejected
76316,604,12825,25.51,unemployed,Rejected
122072,565,4110,25.15,employed,Approved
116900,662,53214,10.88,unemployed,Rejected
144307,483,75451,27.93,unemployed,Rejected
154643,533,78252,5.24,employed,Rejected
130185,611,55408,8.52,unemployed,Rejected
144006,699,52377,20.11,unemployed,Rejected
160916,659,49254,21.76,employed,Approved
43423,591,12185,65.55,employed,Rejected
38314,575,20320,127.12,employed,Rejected
169643,322,85794,27.24,employed,Rejected
94328,343,36181,9.22,unemployed,Rejected
47643,416,28720,74.03,employed,Rejected
35102,523,21794,102.08,employed,Rejected
122438,621,56508,31.53,employed,Approved
79026,797,10298,56.38,employed,Rejected
72533,850,32249,9.24,unemployed,Rejected
183688,809,9270,8.27,employed,Approved
90864,545,41705,54.14,employed,Rejected
59220,554,28927,74.09,employed,Rejected
125871,543,67673,32.14,unemployed,Rejected
103457,435,53191,35.12,employed,Rejected
184239,551,70397,14.49,unemployed,Rejected
169760,396,35938,13.89,unemployed,Rejected
100802,445,43057,26.05,unemployed,Rejected
156457,650,32061,31.47,employed,Approved
125156,630,63794,37.24,unemployed,Rejected
87583,329,30855,47.16,unemployed,Rejected
113156,823,74708,24.26,employed,Rejected
122388,711,44457,6.73,unemployed,Rejected
135604,824,107105,11.42,employed,Rejected
169371,665,122982,3.59,employed,Rejected
52868,766,25389,71.9,unemployed,Rejected
90758,451,6578,46.78,unemployed,Rejected
157523,665,68671,30.21,unemployed,Rejected
181808,637,75437,9.19,unemployed,Rejected
62321,684,26117,69.63,employed,Rejected
66178,498,1883,61.52,unemployed,Rejected
155663,555,42207,12.6,employed,Approved
63605,656,45811,61.81,unemployed,Rejected
184882,705,51387,20.58,unemployed,Rejected
37900,359,28725,48.33,unemployed,Rejected
136977,670,32070,22.86,unemployed,Rejected
161475,658,90030,12.85,employed,Approved
110964,663,56810,42.98,unemployed,Rejected
182501,437,119907,19.72,employed,Rejected
125190,371,11343,16.51,unemployed,Rejected
101723,434,33785,5.09,employed,Rejected
181643,530,120087,24.69,unemployed,Rejected
88289,828,4460,24.3,employed,Approved
118517,343,26452,39.15,employed,Rejected
179760,687,55821,23.95,employed,Approved
104948,689,21457,31.53,unemployed,Rejected
159064,477,117244,29.23,unemployed,Rejected
185769,690,101029,13.37,unemployed,Rejected
189908,300,50440,5.6,unemployed,Rejected
27032,612,15803,126.5,unemployed,Rejected
114426,473,55087,22.27,unemployed,Rejected
163550,829,115110,15.69,employed,Rejected
77556,347,58661,21.43,employed,Rejected
146202,499,114391,27.29,employed,Rejected
137833,720,97728,25.16,unemployed,Rejected
190176,551,15342,23.6,employed,Approved
74755,840,49745,31.35,unemployed,Rejected
79527,356,4332,14.21,employed,Rejected
181050,353,48043,9.54,unemployed,Rejected
